no	author_id	author_name	book_id	book_name	section_id	section_name	paragraph_no	layer_type_id	layer_type_name	content
10	archimedes	Archimedes	on-spirals	On Spirals	intro	Introduction	10	ELH	GRK	Καὶ εἴ κα ἁ περιαγομένα γραμμὰ καὶ τὸ σαμεῖον τὸ φερόμενον κατ' αὐτᾶς πλείονας περιφορὰς περιενεχθέωντι καὶ ἀποκατασταθέωντι πάλιν ὅθεν ὥρμασαν, φαμὶ τοῦ χωρίου τοῦ ἐν τᾷ δευτέρᾳ περιφορᾷ ποτιλαφθέντος ὑπὸ τᾶς ἕλικος τὸ μὲν ἐν τᾷ τρίτᾳ ποτιλαφθὲν διπλάσιον ἐσσεῖσθαι, τὸ δὲ ἐν τᾷ τετάρτᾳ τριπλάσιον, τὸ δὲ ἐν τᾷ πέμπτᾳ τετραπλάσιον, καὶ ἀεὶ τὰ ἐν ταῖς ὕστερον περιφοραῖς ποτιλαμβανόμενα χωρία κατὰ τοὺς ἑξῆς ἀριθμοὺς πολλαπλάσια ἐσσεῖσθαι τοῦ ἐν τᾷ δευτέρᾳ περιφορᾷ ποτιλαφθέντος, τὸ δὲ ἐν τᾷ πρώτᾳ περιφορᾷ περιλαφθὲν χωρίον ἕκτον μέρος εἶμεν τοῦ ἐν τᾷ δευτέρᾳ περιφορᾷ ποτιλαφθέντος χωρίου.
11	archimedes	Archimedes	on-spirals	On Spirals	intro	Introduction	11	ELH	GRK	Καὶ εἴ κα ἐπὶ τᾶς ἕλικος τᾶς ἐν μιᾷ περιφορᾷ γεγραμμένας δύο σαμεῖα λαφθέωντι, καὶ ἀπ' αὐτῶν ἐπιζευχθέωντι εὐθεῖαι ἐπὶ τὸ μεμενακὸς πέρας τᾶς περιενεχθείσας γραμμᾶς, καὶ κύκλοι δύο γραφέωντι κέντρῳ μὲν τῷ μεμενακότι σαμείῳ, διαστημάτεσσι δὲ ταῖς ἐπιζευχθείσαις ἐπὶ τὸ μεμενακὸς πέρας τᾶς εὐθείας, καὶ ἁ ἐλάσσων τᾶν ἐπιζευχθεισᾶν ἐπεκβληθῇ, φαμὶ τὸ περιλαφθὲν χωρίον ὑπό τε τᾶς τοῦ μείζονος κύκλου περιφερείας τᾶς ἐπὶ τὰ αὐτὰ τᾷ ἕλικι μεταξὺ τᾶν εὐθειᾶν ἐούσας καὶ τᾶς ἕλικος καὶ τᾶς εὐθείας τᾶς ἐκβληθείσας ποτὶ τὸ περιλαφθὲν χωρίον ὑπό τε τᾶς τοῦ ἐλάσσονος κύκλου περιφερείας καὶ τᾶς αὐτᾶς ἕλικος καὶ τᾶς εὐθείας τᾶς ἐπιζευγνυούσας τὰ πέρατα αὐτᾶν τοῦτον ἕξειν τὸν λόγον, ὃν ἔχει ἁ ἐκ τοῦ κέντρου τοῦ ἐλάσσονος κύκλου μετὰ δύο τριταμορίων τᾶς ὑπεροχᾶς, ᾇ ὑπερέχει ἁ ἐκ τοῦ κέντρου τοῦ μείζονος κύκλου τᾶς ἐκ τοῦ κέντρου τοῦ ἐλάσσονος κύκλου ποτὶ τὰν ἐκ τοῦ κέντρου τοῦ ἐλάσσονος κύκλου μετὰ ἑνὸς τριταμορίου τᾶς εἰρημένας ὑπεροχᾶς.
12	archimedes	Archimedes	on-spirals	On Spirals	intro	Introduction	12	ELH	GRK	Τούτων δή μοι καὶ ἄλλων περὶ τᾶς ἕλικος αἱ ἀποδείξιες ἐν τῷδε τῷ βιβλίῳ γράφονται, πρόκεινται δέ, ὡς καὶ τῶν ἄλλων τῶν γεωμετρουμένων, τὰ χρείαν ἔχοντα εἰς τὰν ἀπόδειξιν αὐτῶν. Λαμβάνω δὲ καὶ ἐν τούτοις τῶν ἐν τοῖς πρότερον ἐκδεδομένοις βιβλίοις λῆμμα τόδε· τᾶν ἀνισᾶν γραμμᾶν καὶ τῶν ἀνίσων χωρίων τὰν ὑπεροχάν, ᾇ ὑπερέχει τὸ μεῖζον τοῦ ἐλάσσονος, αὐτὰν ἑαυτᾷ συντιθεμέναν δυνατὸν εἶμεν παντὸς ὑπερίσχειν τοῦ προτεθέντος τῶν ποτ' ἄλλαλα λεγομένων.
13	archimedes	Archimedes	on-spirals	On Spirals	intro	Introduction	0	KOR	KOR	아르키메데스가 도시테오스에게 즐겁게 지내길 [빌며]
14	archimedes	Archimedes	on-spirals	On Spirals	intro	Introduction	1	KOR	KOR	코논에게 부친 정리들(이것들을 위한 증명들을 작성하도록 요청하는 편지를 그대는 매번 나에게 보내고 있네) 중에서 대부분의 것들은 헤라클레이데스에 의해 전달된, 그대가 갖고 있는 [책]들에 그 증명들이 적혀 있네. 반면 그 [증명]들<note n="1">or 그 [정리]들의 어떤 [증명]들은(?)</note> 중 일부는 이 책에서도 작성하여<note n="2">or 써서 or 정리해서</note> 내가 그대에게 보내네. 그런데 그대는 우리가 그 [정리]들의 증명들을 내놓는 데 [생각보다] 더 오랜 시간을 보낸 것을 의아해하지 말게. 이것은 수학에 종사하고 그 [정리]들을 연구하고자 하는 자들에게 먼저 내가 [기회를] 주고 싶었기 때문에 일어나게 된 일이네. 실로 기하학의 정리들 중 얼마나 많은 것들이, 시간이 지나 그것들의 완전한 이해를 갖는 자에게 처음에는 따라가기 어렵게 보였는가? 코논은 사실 그 [정리]들의 연구를 위한 충분한 시간을 갖지 못한 채로 유명을 달리했네. 그렇지 않았다면 그는 그 [정리]들을 모두 발견하여 분명하게 만들었을 것이고, 다른 많은 [정리]들을 발견해 냄으로써 기하학의 대단한 진보를 이루기까지 했을 것이네. 우리는 그에게 수학에<note n="3">or 배움에</note> 관련된 예사롭지 않은 명민함과 압도적인 부지런함이 있었다는 것을 알고 있으니까 말이네. 그런데 코논이 생을 마감한 지 여러 해가 지났지만 우리는 그 문제들 중 어느 하나도, 심지어 어느 한 사람에 의해서조차 건드려지지 못한 것으로 인지하고 있네. 나는 이제 그것들 각각을 하나씩 제시하고 싶네. 실은 공교롭게도 그<note n="4">sc. 코논에게 보낸 편지</note> 안에 있는 [정리]들 중 어떤 두 개가 구분되지 않은 채 끝에 덧붙여졌기 때문인데, 그렇게 해서 [그 정리들] 모두를 발견했다고 주장은 하지만 그것들의 증명은 하나도 내놓지 않는 자들이, 불가능한 것들을 발견하겠다고 약속한 셈이 되어 논박될 것이라네.
15	archimedes	Archimedes	on-spirals	On Spirals	intro	Introduction	2	KOR	KOR	그래서 다음과 같은 것들, 즉 어떤 것들이 그 문제들에 속하는지, 어느 [문제]들의 증명들을 그대가 [이미] 편지로 받아 갖고 있는지, 어떤 것들을 이 책에서 우리가 전달하고 있는 것인지를 그대에게 밝히는 것이 적절하다고 우리는 생각하네.
16	archimedes	Archimedes	on-spirals	On Spirals	intro	Introduction	3	KOR	KOR	그 문제들 중 첫번째는 바로 이것이었네. [한] 구가 주어졌을 때, 그 구의 표면과 [넓이가] 같은 [한] 평면 면적을 찾는 것. 이것은 사실 구에 관한 책이 나오고 나서 처음으로 명백해진 것이기도 하네. 모든 구의 표면은 그 구 안에 있는 가장 큰 원의 [넓이의] 4배라는 것이 증명되고 나면, 구의 표면과 [넓이가] 같은 평면 면적을 찾는 것이 가능하다는 것은 분명하니까 말이네. 두번째는, [한] 원뿔이나 원기둥이 주어졌을 때, 그 원뿔이나 원기둥과 [부피가] 같은 [한] 구를 찾는 것. 세번째는, 주어진 구를 평면으로 잘라, 그 [구]의 절단부들이 서로에 대해 정해진 비율을 갖도록 하는 것. 네번째는, 주어진 구를 평면으로 잘라, 그 표면의 절단부들이 서로에 대해 정해진 비율을 갖도록 하는 것. 다섯번째는, [한] 구의 주어진 절단부를 [한] 구의 주어진 [다른] 절단부와 닮게 만드는 것. 여섯번째는, [한] 구의 두 절단부들이 주어졌을 때, 그것 자체는 [주어진 두] 절단부들 중 하나와 닮았지만 그것의 표면은 다른 하나의 절단부의 표면과 같은, (동일한 구이든 다른 구이든) [한] 구의 어떤 절단부를 찾는 것. 일곱번째는, 주어진 구로부터 절단부를 평면으로 잘라내어, 그 절단부가 그 절단부와 동일한 밑면을 갖고 높이가 같은 원뿔에 대해, 3이 2에 대해 갖는 비율보다 더 큰 정해진 비율을 갖도록 하는 것.
17	archimedes	Archimedes	on-spirals	On Spirals	intro	Introduction	4	KOR	KOR	언급된 이 모든 [정리]들의 증명들은 헤라클레이데스가 전달했네. 그런데 그것들 다음에 구분되어 있는 것은 거짓이었네. 그것은 다음과 같은 것이네. 만일 [한] 구가 [한] 평면에 의해 부등하게 잘린다면, 더 큰 절단부가 더 작은 절단부에 대해, [그 절단부들의] 더 큰 표면이 더 작은 표면에 대해 [갖게 될 비율의] 2제곱 비율<note n="5">or 중복 비율</note>을 갖게 될 것이다. 이것이 거짓임은 앞서 부친 것들을 통해 명백하네. 왜냐하면 그것들 가운데는 다음과 같은 것이 구분되어 있으니까 말이네. 만일 [한] 구가 그 구 안에 있는 어떤 지름에 직각으로<note n="6">or 수직으로</note> [한] 평면에 의해 부등하게 잘린다면, 그 표면의 더 큰 절단부는 더 작은 절단부에 대해, 그 지름의 더 큰 절단부가 더 작은 절단부에 대해 [갖게 될 비율과] 동일한 비율을 갖게 될 것이다. 반면, 그 구의 더 큰 절단부는 더 작은 절단부에 대해, [그 절단부들의] 더 큰 표면이 더 작은 표면에 대해 갖는 비율의 2제곱 비율보다는 작은 비율을 갖지만 1.5제곱 비율보다는 큰 비율을 갖는다.
18	archimedes	Archimedes	on-spirals	On Spirals	intro	Introduction	5	KOR	KOR	그 문제들 중 마지막으로 구분된 것도 거짓이었네. 즉, 만일 어떤 구의 지름이 잘려서 더 큰 절단부로부터 [생긴] 정사각형이 더 작은 절단부로부터 [생긴] 정사각형의 3배가 되도록 하고, [거기서 지름이 잘린] 그 점을 통과하면서 지름에 직각으로 그려진 [한] 평면이 그 구를 자른다면, [그] 구의 더 큰 절단부와 같은 꼴의 도형은, [그것과] 같은 [넓이의] 표면을 갖는 다른 절단부들 중에서 가장 크다는 것 말이네. 이것이 거짓이라는 것은 앞서 부친 정리들을 통해 분명하네. 왜냐하면 [넓이가] 같은 표면에 의해 둘러싸인 구의 절단부들 중에서 반구(半球)가 가장 크다는 것이 보여졌기 때문이네.
19	archimedes	Archimedes	on-spirals	On Spirals	intro	Introduction	6	KOR	KOR	다음으로, 원뿔에 관한 문제들은 다음과 같네. 만일 [한] 직원뿔의 [한] 절단[면]이 그 지름이 축이 되도록 고정된 채로 회전한다면, 그 직원뿔의 그 절단[면]에 의해 회전되어 그려진 도형을 ‘원뿔 곡선체’라고 부르기로 하세. 그리고 그 원뿔 곡선체 도형에 [한] 평면이 접하고, 그 접하는 평면에 평행하게 그려진 또 다른 평면이 그 원뿔 곡선체의 어떤 절단부를 잘라낸다면, 자르는 그 평면은 잘라내어진 절단부의 ‘밑면’이라고, [자르는 평면과] 다른 그 평면이 원추체에 접할 때의 그 접점은 ‘꼭지점’이라고 부르기로 하세. 그래서 만일 언급된 도형이 [한] 평면에 의해 축에 직각으로 잘린다면, 그 절단[면]이 원일 것은 분명하지만, 잘라내어진 절단부가 그 절단부와 동일한 밑면을 갖고 높이가 같은 원뿔의 1.5배일 것이라는 것은 보여야만 하네. 그리고 만일 그 원뿔 곡선체의 두 절단부들이 어떤 식으로든 그려진 [어느] 평면들에 의해 잘라내어진다면, 그 잘라내는 평면들이 축에 대해 수직이 아닐 경우, 그 절단[면]들이 예각 원뿔들의 절단[면]일 것은 분명하지만, 그 절단부들이 서로에 대해, 그것들의 꼭지점들로부터 축에 평행하게 그어져서 자르는 그 평면들에 이르는 [선]들이 서로에 대해 제곱으로서 갖는 그 비율을 갖게 될 것이라는 것은 보여야만 하네. 이것들의 증명들은 아직 그대에게 부치지 않았네.
20	archimedes	Archimedes	on-spirals	On Spirals	intro	Introduction	7	KOR	KOR	다음으로, 나선에 관한 문제들은 다음과 같은 것들이었네. 그것들은 문제들 중에서 마치 종류가 다른 어떤 것인 양, 앞서 언급된 것들과 공통된 것이 전혀 없네. 그것들을 위한 증명들을 우리는 이 책에서 그대를 위해 써 놓았네. 그것들은 다음과 같네. 만일 [한] 직선이 [한] 평면에서 한쪽 끝은 고정된 채로 같은 속도로 회전하고서 그것이 출발했던 곳으로 다시 돌아오게 되는 한편, 그 선이 회전함과 동시에 어떤 점이 그 직선을 따라 고정된 끝에서부터 출발하여 그 자체로 자기 자신과 같은 속도로 움직인다면, 그 점은 그 평면에 [한] 나선을 그릴 것이다.
21	archimedes	Archimedes	on-spirals	On Spirals	intro	Introduction	8	KOR	KOR	나는 그래서 그 나선과, 출발했던 곳으로 다시 돌아온 그 직선으로 둘러싸인 면적이, 중심은 그 고정된 점으로 하고 반지름은 그 직선(직선이 한 바퀴 회전할 때 그 점이 완주한 직선)으로 하여 그려진 원의 1/3이라고 주장하네.
22	archimedes	Archimedes	on-spirals	On Spirals	intro	Introduction	9	KOR	KOR	또한, 만일 어떤 직선이 나선에 그 나선의 마지막이 된 끝에서 접하는 한편, 다른 어떤 직선은 회전하고 돌아온 그 선에 직각으로 그 선의 고정된 끝에서부터 그 접선과 만나도록 그어진다면, 나는 그 [접선]을 향해 그어진 직선<note n="7">or 선분</note>이 그 원의 원주와 같다고 주장하네.
23	archimedes	Archimedes	on-spirals	On Spirals	intro	Introduction	10	KOR	KOR	또한, 만일 그 회전한 선과 이 선을 따라 움직이는 점이 더 여러 번 회전을 하고서 출발했던 곳으로 다시 돌아온다면, 나는 두 번째 회전에서 그 나선에 의해 추가된 면적보다, 세 번째 회전에서 추가된 면적은 2배가, 네 번째 회전에서 추가된 면적은 3배가, 다섯 번째 회전에서 추가된 면적은 4배가 될 것이라고, 그래서 매번 맨 나중 회전에서 추가되는 면적들은 두 번째 회전에서 추가된 면적보다 그 다음 수들에 따른 배수가 되는 한편, 첫 번째 회전에서 둘러싸인 면적은 두 번째 회전에서 추가된 면적의 1/6이라고 주장하네.
